part,resource,sequence,tool_number,tool_description
A10780,350,2,1,"1.0"" NC SPOT DRILL"
A10780,350,3,37,"3/4"" TURBO"
A10780,350,4,36,"3/4"" CARBIDE END MILL"
A10780,410,1,93,3/4 .750 SUMO INSET DRILL
A10780,410,2,8,"1.0"" 90 DEG SPOT DRILL"
A10780,410,3,74,.752 DIA. REAMER
A10780,410,4,13,"3/4"" TURBO"
A10780,410,5,51,3/4 CARBIDE ENDMILL
A10781,350,1,24,"3/8"" CARBIDE END MILL"
A10781,410,1,1,PROBE
A10781,410,2,23,3/8 CARBIDE ENDMILL
A10782,350,1,22,1.0 DIA. TURBO MILL
A10782,350,2,32,.752 DIA. SPADE DRILL
A10783,350,1,10,.281 CARBIDE DRILL
A10783,350,2,14,"17/32"" CARBIDE DRILL"
A10783,350,3,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10791,410,1,23,3/8 CARBIDE ENDMILL
A10791,410,2,85,9/32 CARBIDE DRILL
A1079A,350,1,28,"0.05"" ENDMILL"
A10819,350,1,40,2.250 DIA. CARB. DRILL
A10819,350,2,35,1.25 DIA. TURBO MILL
A10819,350,3,36,.75 DIA. CARBIDE FINISH ENDMILL
A10819,350,4,31,11/16 DIA. SPADE DRILL
A10819,350,5,1,1.0 DIA. 90 DEGREE SPOT DRILL
A10820,350,1,27,4.0 DIA. FACEMILL
A10820,350,2,31,11/16 DIA. SPADE DRILL
A10820,350,3,1,1.0 DIA. SPOTDRILL
A10820,350,4,27,4.0 DIA. FACEMILL
A10821,350,1,1,"1.0"" SPOT DRILL"
A10821,350,2,21,"15/32"" HSS DRILL"
A10821,350,3,18,"1/2"" STABBER"
A10821,350,4,26,501 REAMER
A10821,350,5,34,"5/8"" CARBIDE END MILL"
A10822,350,1,1,"1.0"" SPOT DRILL"
A10822,350,2,21,"15/32"" HSS DRILL"
A10822,350,3,18,"1/2"" STABBER"
A10822,350,4,26,501 REAMER
A10822,350,5,34,"5/8"" CARBIDE END MILL"
A10823,410,1,18,"4.0"" MITSUBISHI OP2 B0"
A10823,410,2,107,"1.875"" CARB DRILL OP2 B0"
A10823,410,3,15,"1.25"" TURBO MILL OP1 B0"
A10823,410,4,8,"1.0"" SPOT DRILL OP2 B90"
A10823,410,5,84,F .257 DRILL OP2 B90
A10823,410,6,55,"5/16-18"" TAP OP2 B90"
A10823,410,7,19,45' CHAMFER TOOL OP2 B0
A10823,410,8,33,"2.000"" BORING BAR OP2 B0"
A10823,410,9,18,"4.0"" MITSUBISHI OP1"
A10823,410,10,19,45' CHAMFER TOOL
A10832,410,1,89,13/32 .406 CARBIDE DRILL
A10832,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10833,410,1,1,RENISHAW PROBE
A10833,410,2,17,3.0 FACEMILL
A10833,410,3,90,11.7 MM .460 CARBIDE DRILL
A10833,410,4,116,1.00 DIA. SUMO CARBIDE TIPPED DRILL
A10833,410,5,82,5.7 MM .224 CARBIDE DRILL
A10833,410,6,44,.63 FLAT BOTTOM SMD DRILL
A10833,410,7,89,13/32 .406 CARBIDE DRILL
A10833,410,8,102,3/8 CARBIDE DRILL
A10833,410,9,78,1/8 CARBIDE DRILL
A10833,410,10,8,1.0 90 DEGREE SPOT DRILL
A10833,410,11,58,1/2-13 FORM TAP
A10833,410,12,54,1/4-20 FORM TAP
A10833,410,13,69,3/8 SLIP FIT REAMER
A10833,410,14,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10833,410,15,23,3/8 CARBIDE ENDMILL TO ROUGH .501 LOCATOR
A10833,410,16,49,3/8 FINISH CARBIDE ENDMILL TO FINISH .501 LOCATOR
A10833,410,17,87,11/32 .343 CARBIDE DRILL
A10833,410,18,56,3/8-16 ROLL FORM TAP
A10833,410,19,77,1.002 CARBIDE TIPPED REAMER
A10833,410,20,14,1.0 TURBO MILL
A10833,410,21,25,"5/8"" CARBIDE ENDMILL  UPPER VISE"
A10833,410,22,19,45 DEGREE CHAMFER TOOL UPPER VISE
A10833,415,1,90,RENISHAW PROBE
A10833,415,2,19,3.0 FACEMILL
A10833,415,3,87,11.7 MM .460 CARBIDE DRILL
A10833,415,4,32,1.00 DIA. SUMO CARBIDE TIPPED DRILL
A10833,415,5,88,5.7 MM .224 CARBIDE DRILL
A10833,415,6,43,.595 DIA. SUMO FLAT BOTTOM CARBIDE DRILL
A10833,415,7,83,13/32 .406 CARBIDE DRILL
A10833,415,8,65,3/8 CARBIDE DRILL
A10833,415,9,50,1/8 CARBIDE DRILL
A10833,415,10,35,1.0 90 DEGREE SPOT DRILL
A10833,415,11,7,1/2-13 FORM TAP
A10833,415,12,38,1/4-20 FORM TAP
A10833,415,13,22,3/8 SLIP FIT REAMER
A10833,415,14,3,45 DEGREE CHAMFER TOOL C.C. .4700
A10833,415,15,70,3/8  CARBIDE ENDMILL
A10833,415,16,70,3/8 FINISH CARBIDE ENDMILL
A10833,415,17,39,11/32 .343 CARBIDE DRILL
A10833,415,18,12,3/8-16 FORM TAP
A10833,415,19,62,1.002 CARBIDE TIPPED REAMER
A10833,415,20,72,1.0 TURBO MILL
A10833,415,21,36,"5/8"" CARBIDE ENDMILL  UPPER VISE"
A10833,415,22,3,45 DEGREE CHAMFER TOOL UPPER VISE
A10834,350,1,37,"1.0"" CARBIDE END MILL"
A10834,350,2,37,"1.0"" CARBIDE END MILL"
A10836,350,1,23,"1/4"" END MILL, RUFF SLOTS"
A10837,350,1,10,9/32 CARBIDE DRILL
A10837,350,2,1,"1.0"" X 90 DEG. SPOT DRILL"
A10837,410,1,85,9/32 .281 CARBIDE
A1084,410,1,97,17/32 .531 CARBIDE DRILL
A1084,410,2,87,11/32 .343 CARBIDE DRILL
A10840,350,1,1,# 5 CENTER DRILL
A10840,350,2,19,7/32 DRILL
A10840,350,3,2,"1/4-20 TAP, TAP 1/4-20"
A10843,350,1,38,"1-5/16=1.3.125 SPADE DRILL, DRILL 1.625 THRU HOLE"
A10843,350,2,35,"1.25 TURBO MILL, RUFF CENTER HOLE"
A10843,350,3,33,"1/2 END MILL, FINISH 1.625 HOLE CUTTER COMP"
A10843,350,4,9,"45 DEGREE CHAMFER TOOL, CHAM CENTER HOLE CUTTER COMP"
A10843,350,5,1,"1.0"" SPOT DRILL, SPOT .348 THRU HOLES"
A10843,350,6,8,"LETTER S HSS DRILL- 0.348 , DRILL .348 THRU HOLES"
A10843,350,7,10,"36 STANDARD DRILL - 0.1065, DRILL 6-32 TAPS"
A10848,350,1,35,"1.25"" TURBO MILL"
A10848,350,2,37,"1.0"" LONG CARBIDE END MILL"
A10850,410,1,94,13/16 SPADE DRILL
A10850,410,2,8,1.0 90 DEGREE SPOT DRILL
A10856,350,1,12,13/32 CARBIDE DRILL
A10856,350,2,8,.285 CARBIDE DRILL
A10856,350,3,33,"1/2"" CARBIDE ENDMILL"
A10856,350,4,5,5/16-18 ROLLFORM TAP
A10858,350,1,13,.460 CARBIDE DRILL
A10858,350,2,1,"1.0"" 90 DEGREE SPOT DRILL"
A10858,350,3,4,1/2-13 ROLLFORM TAP
A10858,410,1,90,11.7 MM .460 CARBIDE DRILL
A10858,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10858,410,3,58,1/2-13 ROLL FORM TAP
A10875,350,1,39,"2.0"" CARB DRILL"
A10875,350,2,22,"1.0"" TURBO MILL"
A10875,350,3,9,45' CHAMFER TOOL
A10875,350,4,29,"2.252"" BOR BAR"
A10875,350,5,30,"2.003"" BOR BAR"
A10876,350,1,22,"1.0"" TURBO MILL"
A10879,410,1,96,21/32 .656 CARBIDE DRILL
A10879,410,2,89,13/32 .406 CARBIDE DRILL
A10879,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10879,410,4,60,3/4-10 TAP
A10891,410,1,94,13/16 SPADE DRILL
A10891,410,2,8,1.0 90 DEGREE SPOT DRILL
A10893,350,1,13,".460"" CARBIDE DRILL"
A10893,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10893,350,3,4,1/2-13 ROLLFORM TAP
A10893,410,1,15,1.25 TURBO MILL
A10893,410,2,90,11.7 MM .460 CARBIDE DRILL
A10893,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10893,410,4,58,1/2-13 ROLL FORM TAP
A10894,350,1,24,"3/8"" CARBIDE END MILL"
A10894,410,1,23,3/8 CARBIDE END MILL
A10895,350,1,33,"1/2"" CARBIDE END MILL"
A10900,410,1,114,"1-3/8"" SPADE DRILL"
A10900,410,2,15,"1.25"" TURBO MILL"
A10900,410,3,93,"3/4"" SPADE DRILL"
A10900,410,4,24,"1/2"" CARBIDE END MILL"
A10905,350,1,1,#5 C'DRILL
A10905,350,2,13,27/64 DRILL
A10905,350,3,4,1/2-13 TAP
A10912,350,1,14,"17/32""CARBIDE DRILL"
A10912,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10912,410,1,97,17/32 CARBIDE DRILL
A10913,410,1,97,17/32 DIA. SPADE DRILL G54 B0
A10913,410,2,59,5/8-11 TAP G54 B0
A10913,415,1,2,17/32 DIA. SPADE DRILL G54 B0
A10913,415,2,55,5/8-11 TAP G54 B0
A10914,350,1,40,2.25 DIA. CARB. DRILL
A10914,350,2,22,1.0 DIA. TURBO MILL
A10914,350,3,1,1.0 90 DEGREE SPOT DRILL
A10914,350,4,10,9/32 H.S.S. DRILL
A10914,350,5,16,82 DEGREE COUNTERSINK
A10914,350,6,33,1/2 CARBIDE ENDMILL
A10921,410,1,112,1.240 DIA. CARB. DRILL
A10921,410,2,17,"3.0"" DIA. FACEMILL"
A10921,410,3,87,11/32 .343 CARBIDE DRILL
A10921,410,4,102,3/8 .375 CARBIDE DRILL
A10921,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10921,410,6,56,3/8-16 ROLL FORM TAP
A10921,410,7,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10921,410,8,28,1.250 - 1.252 DIA. BORING BAR
A10921,410,9,77,1.00 S.F. REAMER
A10921,415,1,20,"1.219 DIA. CARB. DRILL G54 ""B"" ZERO UPPER"
A10921,415,2,19,"3.0"" DIA. FACEMILL B90"
A10921,415,3,39,11/32 CARBIDE DRILL G56 B90 UPPER
A10921,415,4,65,3/8 CARBIDE DRILL G56 B90 UPPER
A10921,415,5,35,"1.0"" DIA. 90 DEGREE SPOT DRILL G56 B90 UPPER"
A10921,415,6,12,3/8-16 ROLL FORM  TAP G56 B90 UPPER
A10921,415,7,24,"1.251 DIA. REAMER G54 ""B"" ZERO UPPER"
A10921,415,8,62,"1.00 S.F. REAMER G54 ""B"" ZERO UPPER"
A10922,410,1,110,"1.49"" DIA. CARB. DRILL G54 B0 LOWER VISE"
A10922,410,2,15,1.25 DIA. TURBO MILL G56 B90 LOWER VISE
A10922,410,3,90,11.7 MM .460 CARBIDE DRILL G56 B90 LOWER VISE
A10922,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL G56 B90 LOWER VISE"
A10922,410,5,58,1/2-13 ROLL FORM TAP G56 B90 LOWER VISE
A10922,410,6,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10922,410,7,25,5/8 CARBIDE ENDMILL G54 B ZERO
A10922,410,8,14,"1.0"" DIA. TURBO MILL G54 LOWER VISE"
A10922,415,1,31,"1.47"" DIA. CARB. DRILL G54 B0 LOWER VISE"
A10922,415,2,52,1.25 DIA. TURBO MILL G56 B90 LOWER VISE
A10922,415,3,87,11.7 MM .460 CARBIDE DRILL G56 B90 LOWER VISE
A10922,415,4,35,"1.0"" DIA. 90 DEGREE SPOT DRILL G56 B90 LOWER VISE"
A10922,415,5,7,1/2-13 ROLL FORM TAP G56 B90 LOWER VISE
A10922,415,6,45,3/4 CARBIDE ENDMILL SEMI FINISH BORE G54 B0 LOWER VISE
A10922,415,7,90,RENISHAW PROBE
A10922,415,8,48,1.574 - 1.576 DIA. BORING BAR G54 B0 LOWER VISE
A10922,415,9,72,"1.0"" DIA. TURBO MILL G54 LOWER VISE"
A10926,350,1,16,.984 SPADE DRILL
A10926,350,2,33,"1/2"" CARBIDE END MILL"
A10926,350,3,18,"1/2"" CARBIDE END MILL FINISH"
A10926,350,4,36,"3/4"" CARBIDE END MILL FINISH"
A10926,350,5,28,"2.0"" TURBO FACE"
A10926,350,6,13,"27/64"" CARBIDE DRILL"
A10926,350,7,17,"3/8"" CARBIDE DRILL"
A10926,350,8,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10926,350,9,4,1/2-13  TAP
A10926,410,1,15,1.25 DIA. TURBO MILL *MILL TO 2.688 DIMENSION*
A10926,410,2,15,1.25 DIA. TURBO MILL
A10926,410,3,116,.984 DIA. SUMO INSERT DRILL
A10926,410,4,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10926,410,5,90,11.7 MM .460 CARBIDE DRILL
A10926,410,6,102,"3/8"" .375 CARBIDE DRILL"
A10926,410,7,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10926,410,8,77,1.001 S.F. REAMER G54 B0
A10926,410,9,58,1/2-13 ROLL FORM TAP
A10926,415,1,52,1.25 DIA. TURBO MILL *MILL TO 2.688 DIMENSION*
A10926,415,2,52,1.25 DIA. TURBO MILL G55 B180
A10926,415,3,32,25 MM SPADE DRILL G54 B90
A10926,415,4,87,"27/64"" CARBIDE DRILL G55 B180"
A10926,415,5,65,"3/8"" CARBIDE DRILL G55 B180"
A10926,415,6,35,"1.0"" DIA. 90 DEGREE SPOT DRILL G55 B180 *1/2-13 TAPPED HOLES*"
A10926,415,7,7,1/2-13 TAP G55 B180
A10926,415,8,22,3/8 P.F. REAMER G55 B180
A10926,415,9,62,1.001 S.F. REAMER G54 B90
A10933,410,1,15,"1.25 DIA. TURBO MILL G56 ""B"" ZERO"
A10933,410,2,110,"1.500"" DIA. CARB. DRILL G54  B ZERO"
A10933,410,3,15,1.25 DIA. TURBO MILL G55 B90
A10933,410,4,70,1/2 .500 CARBIDE DRILL G55 B90
A10933,410,5,90,11.7 MM .460 CARBIDE DRILL G55 B90
A10933,410,6,8,"1.0"" 90 DEGREE SPOT DRILL G55 B90"
A10933,410,7,58,1/2-13 ROLL FORM TAP G55 B90
A10933,410,8,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10933,410,9,25,5/8 CARBIDE ENDMILL G54 B ZERO
A10933,415,1,52,"1.25 DIA. TURBO MILL G56 ""B"" ZERO"
A10933,415,2,31,"1.47"" DIA. CARB. DRILL G54  B90"
A10933,415,3,52,1.25 DIA. TURBO MILL G55 B180
A10933,415,4,84,1/2 CARBIDE DRILL G55 B180
A10933,415,5,87,11.7 MM .460 CARBIDE DRILL G55 B180
A10933,415,6,35,"1.0"" 90 DEGREE SPOT DRILL G55 B180"
A10933,415,7,7,1/2-13 ROLL FORM TAP G55 B180
A10933,415,8,45,3/4 CARBIDE ENDMILL G54 B90
A10933,415,9,48,1.576 - 1.577 DIA. BORING BAR G54 B90
A10937,415,1,2,21/32 DIA. SPADE DRILL G54 B0 RIGHT SIDE
A10937,415,2,35,"1.0"" 90 DEGREE SPOT DRILL G57 B270"
A10937,415,3,28,3/4-10 TAP G56 B90
A10939,350,1,14,"17/32"" CARBIDE DRILL"
A10939,350,2,35,"1.25"" TURBO MILL"
A10939,410,1,15,1.25 DIA. TURBO MILL
A10939,410,2,97,17/32 CARBIDE DRILL
A10939,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10939,415,1,90,RENISHAW PROBE
A10939,415,2,52,1.25 DIA. TURBO MILL G54 TOP PART
A10939,415,3,90,RENISHAW PROBE
A10939,415,4,52,1.25 DIA. TURBO MILL G54 TOP PART
A10939,415,5,35,"1.0"" DIA. 90 DEGREE SPOT DRILL G54 TOP PART"
A10939,415,6,8,17/32 DRILL G54 TOP PART
A10945,350,1,39,1.500 DIA. CARB. DRILL
A10945,350,2,8,"9/32"" CARBIDE DRILL"
A10945,350,3,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10945,350,4,37,"1.0"" CARBIDE END MILL"
A10945,350,5,33,"1/2"" CARBIDE END MILL"
A10945,350,6,30,1.7495 DIA. BORING BAR
A10945,410,1,1,PROBE
A10945,410,2,110,1.500 DIA. CARB. DRILL
A10945,410,3,14,1.0 DIA. TURBO MILL
A10945,410,4,85,9/32 .281 CARBIDE DRILL
A10945,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10945,410,6,49,3/8 CARBIDE ENDMILL
A10945,410,7,19,45 DEGREE CHAMFER TOOL C.C. .4700
A10945,410,8,30,1.749 - 1.750 DIA. BORING
A10947,410,1,1,PROBE
A10947,410,2,22,1/4 CARBIDE ENDMILL
A10947,410,3,66,1/4 .250 CARBIDE DRILL
A10956,350,1,12,13/32  CARBIDE DRILL
A10956,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10956,410,1,89,13/32 .406 CARBIDE DRILL
A10959,410,1,108,1.75 CARB. DRILL G54
A10959,410,2,15,"1.25"" TURBO MILL"
A10959,410,3,17,"3.0"" DIA. FACEMILL G56 B90"
A10959,410,4,87,11/32 .343 CARBIDE DRILL G56 B90
A10959,410,5,102,3/8 .375 CARBIDE G56 B90
A10959,410,6,8,"1.0"" 90 DEGREE SPOT DRILL G56 B90"
A10959,410,7,56,3/8-16 ROLL FORM TAP G56 B90
A10959,410,8,119,"1.0 CARBIDE ENDMILL **MINOR DIA. 1.820 - 1.850** G54 ""B"" ZERO"
A10959,410,9,19,"45 DEGREE CHAMFER TOOL C.C. .4700 G54 ""B"" ZERO"
A10959,410,10,63,EMUGE THREAD MILL G54 BAR GZ340101 C.C.0.000
A10959,415,1,46,1.719 DIA. CARB. DRILL G54
A10959,415,2,52,1.25 DIA. TURBO MILL
A10959,415,3,19,"3.0"" DIA. FACEMILL G56 B90"
A10959,415,4,39,11/32 CARBIDE DRILL G56 B90
A10959,415,5,65,3/8 CARBIDE DRILL G56 B90
A10959,415,6,35,"1.0"" 90 DEGREE SPOT DRILL G56 B90"
A10959,415,7,12,3/8-16 ROLL FORM TAP G56 B90
A10959,415,8,80,"1.00"" DIA. CARBIDE ENDMILL G54 ""B"" ZERO"
A10959,415,9,3,"45 DEGREE CHAMFER TOOL C.C. .4700 G54 ""B"" ZERO"
A10959,415,10,53,EMUGE GZ341143 THREAD MILL C.C. 0.000
A10962,350,1,1,#5 CENTER DRILL
A10962,350,2,10,"3/16"" JOBBER LENGTH DRILL"
A10962,410,1,1,PROBE
A10962,410,2,122,3/16 CARBIDE ENDMILL
A10962,410,3,81,3/16 CARBIDE DRILL
A10962,410,4,122,
A10969,410,1,89,13/32 .406 CARBIDE DRILL G57 B270
A10969,410,2,85,9/32 .281 CARBIDE DRILL G54 B0 RIGHT SIDE
A10969,410,3,22,"1/4"" CARBIDE ENDMILL G54 B0 RIGHT SIDE"
A10969,415,1,83,13/32 CARBIDE DRILL G57 B270
A10969,415,2,79,7.3 MM .287 CARBIDE DRILL G54 B0 RIGHT SIDE
A10969,415,3,73,1/4 CARBIDE ENDMILL G54 B0 RIGHT SIDE
A10972,410,1,37,#5 C'DRILL
A10972,410,2,86,5/16 DRILL
A10972,410,3,56,3/8-16 TAP
A10975,350,1,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10975,350,2,19,7/32 DRILL
A10975,350,3,2,1/4-20 TAP
A10976,350,1,28,2.0 DIA. TURBO MILL *MACHINE TO LENGTH*
A10976,350,2,33,1/2 CARBIDE ENDMILL *ROUGH*
A10976,350,3,34,5/8 CARBIDE ENDMILL *FINISH*
A10977,350,1,27,4.0 DIA. FACEMILL *MACHINE LENGTH*
A10977,350,2,33,1/2 CARBIDE ENDMILL *ROUGH*
A10977,350,3,34,5/8 CARBIDE ENDMILL *FINISH*
A10978,410,1,37,#5 CENTERDRILL
A10978,410,2,90,27/64 DRILL
A10978,410,3,58,1/2-13 TAP
A10989,350,1,1,"1.0"" 90 DEGREE SPOT DRILL"
A10989,350,2,13,27/64 DRILL
A10989,350,3,4,1/2-13 TAP
A10990,350,1,1,"1.0"" 90 DEGREE SPOT DRILL"
A10990,350,2,11,5/16 DRILL
A10990,350,3,3,3/8-16 TAP
A10991,350,1,20,.344 CARBIDE DRILL
A10991,350,2,1,1.0 90 DEGREE SPOT DRILL
A10991,350,3,3,3/8-16 ROLLFORM TAP
A10991,410,1,87,11/32 .343 CARBIDE DRILL
A10991,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10991,410,3,56,3/8-16 ROLL FORM TAP
A10991,415,1,39,11/32 CARBIDE DRILL
A10991,415,2,35,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A10991,415,3,12,3/8-16 ROLL FORM TAP
A10996,340,1,102,1.0  SPOTTER
A10996,340,2,48,27/64 DRILL
A10996,340,3,58,1/2-13 TAP
A10997,340,1,102,1.0 SPOTTER
A10997,340,2,48,27/64 DRILL
A10997,340,3,58,1/2-13 TAP
A10998,350,1,14,17/32 CARBIDE DRILL
A10998,350,2,1,"1.0"" X 90 DEG. SPOT DRILL"
A1100,340,1,1,#5 C'DRILL
A1100,340,2,3,#7 DRILL
A1100,340,3,45,1/4 STABBER
A1100,340,4,60,1/4 S.F. REAMER
A11000,415,1,70,3/8 DIA. CARBIDE ENDMILL
A11003,415,1,90,RENISHAW PROBE
A11003,415,2,52,1.25 DIA. TURBO MILL
A11003,415,3,88,7/32 CARBIDE DRILL
A11003,415,4,38,1/4-20 TAP
A11003,415,5,52,1.25 DIA. TURBO MILL
A11003,415,6,88,7/32 CARBIDE DRILL
A11003,415,7,38,1/4-20 TAP
A11005,410,1,104,"2.25"" CARB DRILL"
A11005,410,2,15,"1.25"" TURBO MILL"
A11005,410,3,18,"4.0"" HIGH SHEAR FACE MILL"
A11005,410,4,119,"1"" CARBIDE ENDMILL"
A11005,410,5,19,45 DEGREE SECO CHAMFER TOOL SET CC TO .490 TOTAL
A11005,410,6,64,VARDEX THREADMILL 1.25 WELDON SHANK 4-6 PITCH SINGLE POINT C.C. .000
A11005,410,7,87,11/32 CARBIDE DRILL
A11005,410,8,102,"3/8"" CARBIDE DRILL"
A11005,410,9,8,"1.0"" 90 DEGREE SPOT DRILL"
A11005,410,10,56,"3/8-16"" TAP"
A11007,410,1,112,1.24 DIA. CARB. DRILL
A11007,410,2,17,"3.0"" DIA. FACEMILL"
A11007,410,3,87,11/32 .343 CARBIDE DRILL
A11007,410,4,102,3/8 .375 CARBIDE DRILL
A11007,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11007,410,6,56,3/8-16 ROLL FORM TAP
A11007,410,7,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11007,410,8,28,1.250 - 1.252 DIA. BORING BAR
A11007,410,9,77,1.00 S.F. REAMER
A11011,350,1,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11011,350,2,21,15/32 DRILL
A11011,350,3,18,1/2 STABBER
A11011,350,4,26,"1/2"" S.F. REAMER"
A11011,350,5,34,5/8 CARBIDE ENDMILL
A11012,350,1,35,1.25 DIA. TURBO MILL *MILL PART TO 2.81 DIMENSION*
A11012,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11012,350,3,13,27/64 DRILL
A11012,350,4,4,1/2-13 TAP
A11012,350,5,35,1.25 DIA. TURBO MILL *MACHINE 45 DEGREE CHAMFER*
A11012,350,6,37,"1.0"" DIA. CARBIDE ENDMILL *MINIMAL CLEANUP*"
A11012,350,7,27,"4.0"" DIA. FACEMILL *MILL PART TO 1.44 DIMENSION*"
A11012,350,8,38,25 MM SPADE DRILL
A11012,350,9,30,1.005 - 1.010 DIA. BORING BAR
A11013,410,1,37,#5 C'DRILL
A11013,410,2,82,#7 DRILL
A11013,410,3,54,1/4-20 TAP
A11014,410,1,92,25/32 .781 SUMO INSERT DRILL
A11014,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11016,350,1,13,27/64 CARBIDE DRILL
A11016,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11016,350,3,4,1/2-13 TAP
A11032,410,1,15,1.25 DIA. TURBO MILL G55 B90
A11032,410,2,37,#5 C'DRILL G56 B270
A11032,410,3,82,#7 DRILL G55 B90
A11032,410,4,54,1/4-20 TAP G56 B270
A11034,350,1,40,"1.75"" CARB DRILL"
A11035,350,1,14,"17/32"" CARBIDE DRILL"
A11035,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11035,350,3,5,5/8-11 TAP
A11035,350,4,14,"17/32"" CARBIDE DRILL"
A11035,350,5,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11035,410,1,97,17/32 .531 CARBIDE DRILL
A11035,410,2,8,"1.0"" DIA.  90  DEGREE SPOT DRILL"
A11035,410,3,59,5/8-11 PLUG TAP
A11037,410,1,94,13/16 .8125 SUMO INSERT DRILL
A11037,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11044,350,1,19,.228 CARBIDE DRILL
A11044,350,2,2,1/4-20 ROLLFORM TAP
A11044,410,1,82,5.7 MM .228 CARBIDE DRILL
A11044,410,2,54,1/4-20 ROLL FORM TAP
A11049,350,1,39,"CARB DRILL 1.5"""
A11049,350,2,36,"3/4"" CARBIDE END MILL"
A11049,350,3,9,45' CHAMFER TOOL SET CC TO .470
A11049,350,4,29,1.5750 BOR BAR
A11049,350,5,35,"1.25"" TURBO MILL"
A11049,350,6,13,".460"" CARBIDE DRILL"
A11049,350,7,18,"1/2"" CARBIDE DRILL"
A11049,350,8,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11049,350,9,4,1/2-13 ROLLFORM TAP
A11049,350,10,35,"1.25"" TURBO MILL"
A11049,350,11,36,"3/4"" CARBIDE END MILL"
A11049,410,1,14,"1.0"" DIA. TURBO MILL"
A11049,410,2,15,1.25 DIA. TURBO MILL
A11049,410,3,110,1.49 DIA. CARB. DRILL
A11049,410,4,90,11.7 MM .460 CARBIDE DRILL
A11049,410,5,70,1/2 .500 CARBIDE DRILL
A11049,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11049,410,7,58,1/2-13 ROLL FORM TAP
A11049,410,8,51,3/4 CARBIDE ENDMILL
A11049,410,9,25,5/8 CARBIDE ENDMILL G54 B ZERO
A11049,410,10,25,5/8 CARBIDE ENDMILL G54 B ZERO
A11049,410,11,32,1.575 - 1.576 DIA. BORING BAR
A11053,350,1,32,.781 CARBIDE DRILL
A11053,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11053,410,1,92,25/32 .781 SUMO INSERT DRILL
A11053,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11054,410,1,96,21/32 .656 CARBIDE DRILL
A11054,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11054,410,3,60,3/4-10 PLUG TAP
A11062,410,1,18,"4.0"" FACEMILL"
A11062,410,2,116,25 MM .984 SUMO INSERT DRILL
A11062,410,3,96,21/32 .656 CARBIDE DRILL
A11062,410,4,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11062,410,5,60,3/4-10 PLUG TAP
A11062,410,6,24,"1/2 CARBIDE ENDMILL ""NO CORNER RADIUS"""
A11062,410,7,90,11.7 MM .460 CARBIDE DRILL
A11062,410,8,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11062,410,9,58,1/2-13 ROLL FORM TAP
A11064,350,1,17,".375 "" CARB DRILL"
A11064,350,2,11,5/16 CARB DRILL
A11064,350,3,32,".75 "" SUMO CARB DRILL"
A11064,350,4,1,"1"" SPOT DRILL"
A11064,350,5,3,3/8-16 TAP
A11064,350,6,33,"1/2"" ROUGHER EM"
A11064,350,7,29,1.2953 BORING BAR
